,id_hdv,prop_rec,prop_type,prop_ctry,prop_dep,prop_pro,prop_dis,prop_address,prop_insc,prop_reg_number,prop_tome,prop_value
624,0-97-27,4,TERRENO,PERÚ,LIMA ,CANTA ,SANTA ROSA DE QUIVES ,SANTA ROSA DE MACAS ,SÍ,PC01014476 ,PC01014476 ,1118.00 
625,0-97-27,5,TERRENO,PERÚ,LIMA ,CANTA ,SANTA ROSA DE QUIVES ,HUARABI BAJO ,SÍ,P01014421 ,P01014421 ,36395.12 
626,0-97-27,6,TERRENO,PERÚ,LIMA ,CANTA ,SANTA ROSA DE QUIVES ,CERRO BLANCO ,SÍ,07008182 ,07008182 ,7279.02 
627,0-97-27,7,TERRENO,PERÚ,LIMA ,CANTA ,SANTA ROSA DE QUIVES ,ALCACOTO ,SÍ,P18012663 ,P18012663 ,11352.36 
628,0-97-28,1,CASA,PERÚ,LIMA ,LIMA ,SAN LUIS ,JR RIO PIURA 641-643 URB TUPAC AMARU ,SÍ,45346374 ,45346374 ,60984.50 
629,0-97-29,1, , , , , , , , , , 
630,0-97-30,1, , , , , , , , , , 
631,0-97-31,1, , , , , , , , , , 
632,0-97-32,1, , , , , , , , , , 
633,0-97-33,1,CASA,PERÚ,LIMA ,LIMA ,SAN JUAN DE MIRAFLORES ,LAS PAMPAS DE SAN JUAN PACIFICO 2DA ETAPA MZ M LOTE12 ,SÍ,P03106142 ,P03106142 ,300000.00 
634,0-97-34,1, , , , , , , , , , 
635,0-97-35,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,AV BENAVIDES 4948 DPTO 102 ,SÍ,44811596 ,44811596 ,77969.65 
636,0-97-35,2,CASA HABITACION,PERÚ,LIMA ,LIMA ,VILLA MARIA DEL TRIUNFO ,MZ 70 LOTE 12 SECTOR MARIANO MELGAR - PUEBLO JOVEN INCA PACHACUTEC ,SÍ,55041142 ,55041142 ,13183.28 
637,0-97-36,1,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,MAGDALENA DEL MAR ,JIRON ECHENIQUE NUM225 SEMISOTANO ,SÍ,12963029 ,12963029 ,15000.00 
638,0-97-36,2,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,MAGDALENA DEL MAR ,JIRON ECHENIQUE NUM225 ESTAC N18 SEMISOTANO ,SÍ,12963031 ,12963031 ,15000.00 
639,0-97-36,3,DEPOSITO,PERÚ,LIMA ,LIMA ,MAGDALENA DEL MAR ,JIRON ECHENIQUE NUM 225 DEPOSITO N8 ,SÍ,12963060 ,12963060 ,8000.00 
640,0-97-36,4,CASA,PERÚ,CALLAO ,CALLAO ,VENTANILLA ,MZP LOTE17 ,NO, , ,36000.00 
641,0-98-1,1, , , , , , , , , , 
642,0-98-2,1,INMUEBLE,PERÚ,CUSCO ,CANCHIS ,SICUANI ,AV. CONFEDERACION 216 ,SÍ,P59032572 ,P59032572 ,79000.00 
643,0-98-2,2,INMUEBLE,PERÚ,CUSCO ,CUSCO ,CUSCO ,AV DE LA CULTURA J-8 DPTO. 802 ,NO, , ,435000.00 
644,0-98-4,1, , , , , , , , , , 
645,0-98-5,1, , , , , , , , , , 
646,0-99-1,1,INMUEBLE,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,"URBANIZACION CERROPON LOTE N 01 DE LA MANZANA ""B""-AV. AGUSTIN VALLEJOS N 525 ",SÍ,11055670 ,00001/0030 ,154179.53 
647,0-99-2,1,INMUEBLE,PERÚ,LAMBAYEQUE ,CHICLAYO ,LA VICTORIA ,CALLE MANUEL SEONAE 836 ,SÍ,55011657 ,S/N ,
648,0-99-3,1,INMUEBLE,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,PASAJE LLAUCANO 127 - URB. FEDERICO VILLARREAL ,SÍ,02202575 ,SN ,131422.54 
649,0-99-3,2,INMUEBLE,PERÚ,LAMBAYEQUE ,CHICLAYO ,PIMENTEL ,CALLE LIMA N 431 ,SÍ,02191094 ,SN ,47060.65 
650,0-99-4,1, , , , , , , , , , 
651,0-99-5,1, , , , , , , , , , 
652,0-100-1,1,TERRENO CASA,PERÚ,JUNIN ,HUANCAYO ,VIQUES ,JR. CLARIZA LAZO S/N VIQUES ,SÍ,PI 6061968 ,0 ,120000.00 
653,0-100-3,1, , , , , , , , , , 
654,0-100-4,1,CASA,PERÚ,JUNIN ,HUANCAYO ,HUANCAYO ,JR. LOS GLADIOLOS S/N ,NO, , ,500000.00 
655,0-100-5,1,TERRENO,PERÚ,JUNIN ,CHUPACA ,HUAMANCACA CHICO ,AV. AVIACION - YAURIS LT.1 ,NO, , ,20000.00 
656,0-100-5,2,TERRENO,PERÚ,JUNIN ,CHUPACA ,HUAMANCACA CHICO ,AV. AVIACION - YAURIS LT.7 ,NO, , ,20000.00 
657,0-101-1,1,CASA,PERÚ,LIMA ,LIMA ,PUENTE PIEDRA ,CALLE LOS GERANIOS NUM 221 SUB LOTE A DPTO N° 103 - PRIMER PISO FUNDO LONGAY O CHILLON PUENTE PIEDRA - LIMA - LIMA ,SÍ,43395580 ,22494162 ,160000.00 
658,0-101-2,1,CASA,PERÚ,LIMA ,LIMA ,LURIGANCHO ,JR.PARAGUAY 192 ,SÍ,07026441 ,50352 ,159960.00 
659,0-101-3,1, , , , , , , , , , 
660,0-101-4,1,CASA,PERÚ,LIMA ,CAÑETE ,SAN VICENTE DE CAÑETE ,URB.SAN LEONARDO MZ F LOTE 2 - IMPERIAL DE CAÑETE ,NO, , ,120000.00 
661,0-101-4,2,TERRENO,PERÚ,LIMA ,CAÑETE ,SAN VICENTE DE CAÑETE ,URBANIZACION CAMACHO MZ C LOTE 14 ,SÍ,21096710 ,0083 ,40000.00 
662,0-101-4,3,TERRENO,PERÚ,ICA ,PISCO ,SAN ANDRES ,SAN LUIS - SAN ANDRES - PISCO ,SÍ,40006081 ,0092 ,150000.00 
663,0-102-1,1,CASA,PERÚ,MOQUEGUA ,ILO ,ILO ,AV. 1 MZ-K LOTE - 16 URB. ILO ,SÍ,11000794 ,13107 ,69983.01 
664,0-102-2,1,CASA,PERÚ,TACNA ,TACNA ,ALTO DE LA ALIANZA ,"PP.JJ. JOSÉ DE SAN MARTÍN MZ-2, LTE-02 ",SÍ,P20005479 ,0 ,40000.00 
665,0-102-3,1, , , , , , , , , , 
666,0-103-1,1,TERRENO,PERÚ,ANCASH ,SANTA ,NUEVO CHIMBOTE ,LA MOLINA MZ M LT 17 ,SÍ,5541198 ,9011086 ,90000.00 
667,0-103-1,2,TERRENO,PERÚ,ANCASH ,SANTA ,NUEVO CHIMBOTE ,LA MOLINA MZ H LT 2 ,SÍ,55011032 ,9011202 ,90000.00 
668,0-103-2,1,INMUEBLE,PERÚ,ANCASH ,SANTA ,NUEVO CHIMBOTE ,AA. HH. LOMAS DEL SUR MZ H LT 17 ,SÍ,11093651 ,- ,250000.00 
669,0-103-2,2,INMUEBLE,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,JR. ALBERTO ABERD 1015-C -ESTACIONAMIENTO 130 ,SÍ,13313285 ,0492 ,3572.99 
670,0-103-2,3,INMUEBLE,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,JR ALBERTO ABERD 1011 - DPTO 103 ,SÍ,13313465 ,0492 ,41179.27 
671,0-103-3,1,TERRENO AGRICOLA,PERÚ,ANCASH ,CASMA ,CASMA ,SECTOR TABON BAJO PARCELA 01095 UC 01095 ,SÍ,11007356 ,- ,20000.00 
672,0-103-3,2,CASA,PERÚ,ANCASH ,SANTA ,NUEVO CHIMBOTE ,JR. HUARAZ 219 BUENOS AIRES ,SÍ,09097979 ,- ,127404.00 
673,0-103-3,3,CASA,PERÚ,ANCASH ,SANTA ,CHIMBOTE ,HUANCHAQUITO B-3 ,SÍ,55027786 ,9027873 ,40000.00 
674,0-103-4,1, , , , , , , , , , 
675,0-103-5,1,TERRENO,PERÚ,ANCASH ,SANTA ,NUEVO CHIMBOTE ,LOS PORTALES B-5 ,NO, , ,150000.00 
676,0-104-1,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SAN BORJA ,CALLE MENSEL UTRILLO 260 DPTO. 301 ,NO, , ,107845.69 
677,0-104-1,2,CASA,PERÚ,LIMA ,LIMA ,LURIGANCHO ,LOS TULIPANES 174 - 178 ,SÍ,42902063 ,0 ,95000.00 
678,0-104-1,3,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SAN BORJA ,CALLE MENSEL UTRILLO 260 DPTO. 301 ,NO, , ,1625.90 
679,0-104-1,4,CASA,PERÚ,LIMA ,LIMA ,LURIN ,VIA PORTO DI PALMA CIROLE MZ. E-6 ,NO, , ,210195.81 
680,0-104-3,1,CASA,PERÚ,LIMA ,LIMA ,SAN MIGUEL ,CALLE B N° 111 ,SÍ,40987908 ,0 ,277953.81 
681,0-104-4,1, , , , , , , , , , 
682,0-104-5,1,PREDIO,PERÚ,LA LIBERTAD ,ASCOPE ,PAIJAN ,- ,NO, , ,30000.00 
683,0-104-7,1, , , , , , , , , , 
684,0-104-8,1, , , , , , , , , , 
685,0-104-9,1, , , , , , , , , , 
686,0-104-11,1,CASA,PERÚ,LIMA ,LIMA ,COMAS ,JR. MANUEL VILLARAN 129 ,NO, , ,173049.85 
687,0-104-12,1,CASA,PERÚ,LIMA ,LIMA ,INDEPENDENCIA ,CA. LOS TAMBOS 106 ,SÍ,677140 ,343563 ,45000.00 
688,0-104-13,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SAN MIGUEL ,CAL.B NRO. 125 DPTO 501URB. PANDO 6TA.ET. ,SÍ,11626827 ,0492 ,102313.10 
689,0-104-13,2,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SAN MIGUEL ,CAL.B NRO. 125 DPTO 201URB. PANDO 6TA.ET ,SÍ,11626824 ,0492 ,96688.70 
690,0-104-13,3,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SAN MIGUEL ,CAL.B NRO. 125 OF 101 URB. PANDO 6TA.ET. ,SÍ,11626822 ,0492 ,104753.38 
691,0-104-14,1,CASA,PERÚ,LIMA ,LIMA ,COMAS ,MZ C LOTE 13 COMAS ,SÍ,P01312688 ,- ,30000.00 
692,0-104-15,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,BREÑA ,JR. GENERAL VIDAL 313 DPTO. 601 ,SÍ,13146981 ,2016.22.0004 ,214886.78 
693,0-104-15,2,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,BREÑA ,JR. GENERAL VIDAL 317 ,SÍ,13146932 ,2016.22.0005 ,23920.00 
694,0-104-17,1,TERRENO,PERÚ,MOQUEGUA ,ILO ,EL ALGARROBAL ,ASOC. VILLA PANAMERICANA ,NO, , ,20000.00 
695,0-104-17,2,TERRENO,PERÚ,CAJAMARCA ,CAJAMARCA ,LOS BAÑOS DEL INCA ,QUIRAYQUERO BAJO ,NO, , ,35000.00 
696,0-104-17,3,CASA,PERÚ,LIMA ,LIMA ,SAN JUAN DE MIRAFLORES ,CA. FILIBERTO ROMERO N° 246 PAMPLONA BAJA ,SÍ,P03167373 ,0 ,160000.00 
697,0-104-18,1, , , , , , , , , , 
698,0-104-19,1,PREDIO,PERÚ,LIMA ,LIMA ,SAN BARTOLO ,AV MAR PACÍFICO MZNA T LOTE 1 ,NO, , ,90000.00 
699,0-104-19,2,PREDIO,PERÚ,LIMA ,LIMA ,ATE ,LOS GIRASOLES 176 ,SÍ,11057810 ,146638 ,100000.00 
700,0-104-20,1, , , , , , , , , , 
701,0-104-21,1, , , , , , , , , , 
702,0-104-23,1,CASA,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,MZ A LT 33 URB LA PLANICIE DE NARANJAL ,NO, , ,340000.00 
703,0-104-24,1, , , , , , , , , , 
704,0-104-25,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SAN JUAN DE LURIGANCHO ,"CA. S/N 260 DPTO. 502 BLOK ""Q"" ",SÍ,12130021 ,0 ,100000.00 
705,0-104-26,1,CASA,PERÚ,LIMA ,LIMA ,ATE ,MZ C LOTE 13 URB LOS ROBLES DE ATE ,NO, , ,40000.00 
706,0-104-27,1,CASA,PERÚ,LIMA ,LIMA ,LA MOLINA ,RIO DE JANEIRO 151 MZ I LOTE 11 ,SÍ,42310808 ,79650 ,251479.37 
707,0-104-28,1,TERRENO,PERÚ,ICA ,CHINCHA ,EL CARMEN ,PLAZA DE ARMAS ,NO, , ,50000.00 
708,0-104-29,1, , , , , , , , , , 
709,0-104-30,1, , , , , , , , , , 
710,0-104-34,1, , , , , , , , , , 
711,0-104-36,1, , , , , , , , , , 
712,0-105-1,1,CASA,PERÚ,HUANUCO ,HUANUCO ,AMARILIS ,"EX-FUNDO ZEVALLOS MZ ""G"" LOTE 9 ",SÍ,11136510 ,2 ,70.00 
713,0-105-2,1, , , , , , , , , , 
714,0-105-3,1, , , , , , , , , , 
715,0-106-1,1, , , , , , , , , , 
716,0-106-2,1,MINI DEPARTAMENTO,PERÚ,CALLAO ,CALLAO ,CALLAO ,"CALLE 2 MZ A LOTE 1 SEGUNDO PISO, URB ESTIBADORES ",NO, , ,30000.00 
717,0-106-3,1,COCHERA,PERÚ,LIMA ,LIMA ,SAN MIGUEL ,AVENIDA DE LOS PATRIOTAS NUM 488 ESTAC N° 10 - SÓTANO 1 URB MARANGA 3RA ETAPA SAN MIGUEL - LIMA - LIMA ,SÍ,13556895 ,REGISTRO DE PREDIOS ,12000.00 
718,0-106-3,2,DEPOSITO,PERÚ,LIMA ,LIMA ,SAN MIGUEL ,AVENIDA DE LOS PATRIOTAS NUM 488 DEPOSIT N° 1 - SÓTANO 1 URB MARANGA 3RA ETAPA SAN MIGUEL - LIMA - LIMA ,SÍ,13556900 ,REGISTRO DE PREDIOS ,3000.00 
719,0-106-3,3,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,AVENIDA DE LOS PATRIOTAS NUM 486 DPTO DÚPLEX N° 703 - SETIMO PISO URB MARANGA 3RA ETAPA SAN MIGUEL - LIMA - LIMA ,SÍ,13556932 ,REGISTRO DE PREDIOS ,381490.00 
720,0-106-4,1, , , , , , , , , , 
721,0-107-1,1,PREDIO,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,SECTOR NATASHA ALTA MANZANA H LOTE 3 ,SÍ,11280016 ,C001 ,292500.00 
722,0-107-2,1,DEPARTAMENTO,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,DANIEL HOYLE N° 430 - URBANIZACIÓN EL MOLINO ,SÍ,11162288 ,- ,79212.87 
723,0-107-2,2,CASA EN COOPROPIEDAD,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,JIRÓN MARTÍNEZ DE COMPAGNON 780 ,SÍ,03095502 ,- ,188840.78 
724,0-107-3,1,CASA,PERÚ,LA LIBERTAD ,CHEPEN ,PACANGA ,CALLE BOLÍVAR #461 - PACANGUILLA ,SÍ,14139622 ,- ,16756.80 
725,0-107-3,2,CASA,PERÚ,LA LIBERTAD ,CHEPEN ,PACANGA ,CALLE LOS MOCHICAS MZ LL LOTE 15 ,SÍ,04007922 ,- ,7962.50 
726,0-107-3,3,CASA,PERÚ,LA LIBERTAD ,CHEPEN ,PACANGA ,CALLE LOS MOCHICAS MZ LL LOTE 14 ,SÍ,04007920 ,- ,7962.50 
727,0-107-3,4,CASA,PERÚ,LA LIBERTAD ,CHEPEN ,PACANGA ,CALLE LOS MOCHICAS MZ LL LOTE 13 ,SÍ,04007923 ,- ,7962.50 
728,0-107-3,5,CASA,PERÚ,LA LIBERTAD ,CHEPEN ,PACANGA ,CALLE LOS MOCHICAS MZ LL LOTE 12 ,SÍ,04007921 ,- ,7962.50 
729,0-107-3,6,TERRENO AGRÍCOLA,PERÚ,LA LIBERTAD ,CHEPEN ,PACANGA ,COMUNIDAD CAMPESINA DE CHEPÉN ,NO, , ,200000.00 
730,0-107-4,1, , , , , , , , , , 
731,0-107-5,1,CASA,PERÚ,LA LIBERTAD ,TRUJILLO ,MOCHE ,MZ 9 LOTE 23 ALTO MOCHE ,SÍ,14062389 ,- ,50000.00 
732,0-107-5,2,CASA,PERÚ,LA LIBERTAD ,SANCHEZ CARRION ,SANAGORAN ,CALLE FRANCISCO PIZARRO S/N CUADRA 2 ,NO, , ,50000.00 
733,0-107-5,3,DEPARTAMENTO,PERÚ,LA LIBERTAD ,TRUJILLO ,VICTOR LARCO HERRERA ,MZ 6 LOTE BLOQUE I - DEPARTAMENTO 103 ,NO, , ,150000.00 
734,0-107-6,1,CASA,PERÚ,LA LIBERTAD ,VIRU ,VIRU ,AV. PANAMERICANA #136 ,NO, , ,9366562.00 
735,0-107-6,2,CASA,PERÚ,LA LIBERTAD ,VIRU ,VIRU ,MZ I LOTE 5 ,SÍ,- ,- ,7295.05 
736,0-107-6,3,PARCELA,PERÚ,LA LIBERTAD ,VIRU ,VIRU ,SECTOR SAMAMPOR ,SÍ,- ,- ,44420.19 
737,0-107-7,1, , , , , , , , , , 
738,0-108-1,1, , , , , , , , , , 
739,0-108-3,1,DEPARTAMENTO,PERÚ,PIURA ,PIURA ,PIURA ,CALLE LIMA 450 DPTO 203 ,SÍ,00011708 ,00 ,12038.69 
740,0-108-3,2,CASA,PERÚ,PIURA ,PIURA ,CASTILLA ,URB. COSSIO DEL POMAR MZ. G-1 LOTE 7 ,NO, , ,85971.37 
741,0-108-3,3,CASA CO PROPIEDAD,PERÚ,PIURA ,MORROPON ,CHULUCANAS ,CALLE AMAZONA 156 ,SÍ,P15208543 ,-- ,62526.59 
742,0-108-5,1, , , , , , , , , , 
743,0-108-6,1, , , , , , , , , , 
744,0-108-7,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,AV. AREQUIPA 240 DPTO 201 ,SÍ,157214 ,00 ,72028.45 
745,0-108-7,2,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,MIRAFLORES ,CONTRALMIRANTE MONTERO 315 ,SÍ,125638 ,125638 ,109349.82 
746,0-108-7,3,TERRENO,PERÚ,LIMA ,LIMA ,LA MOLINA ,MZ. O LOTE 20 ,NO, , ,57780.07 
747,0-108-7,4,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,LIMA ,REPÚBLICA DE CHILE 221 ,SÍ,157162 ,157162 ,1537710.00 
748,0-109-1,1,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ 16 LT 2 URB. LA PURISIMA ,SÍ,11014163 ,38329 ,38400.00 
749,0-109-1,2,CASA,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,JAYANCA ,RURAL PREDIO SANTA BRUNA ,SÍ,02299907 ,26287 ,7000.00 
750,0-109-1,3,CASA,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,UBIC RUR VALLE CHAO PREDIO LOTE UC 11413 SECTOR MARIA DEL CARMEN - CHAO ,SÍ,04008792 ,38671 ,76942.34 
751,0-109-1,4,CASA,PERÚ,LIMA ,LIMA ,MAGDALENA DEL MAR ,JR. CONTRALMIRANTE MONTERO N°466 DPTO C-302 - URB MAGDALENA DEL MAR ,SÍ,49035233 ,1725909 ,278100.00 
752,0-109-1,5,CASA,PERÚ,LIMA ,LIMA ,MAGDALENA DEL MAR ,"JR., CONTRALMIRANTE MONETERO NUM 468 ESTACION 332 BLOCK B SOTANO - URB MAGDALENA DEL MAR ",SÍ,49058726 ,1725684 ,34000.00 
753,0-109-1,6,CASA,PERÚ,LIMA ,LIMA ,MAGDALENA DEL MAR ,JR. CONTRAALMIRANTE MONTERO NUMER 468 ESTAC331 BLOCK B SOTANO URB MAGDALENA DEL MAR ,SÍ,49058725 ,1725682 ,34000.00 
754,0-109-1,7,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,CALLE 5 MZ 16 LT 06 UBR. LA PURISMA ,SÍ,11014164 ,39552 ,10887.00 
755,0-109-1,8,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ 16 LT 8 URB. LA PURISMA ,SÍ,11014166 ,38333 ,12951.90 
756,0-109-1,9,CASA,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,JAYANCA ,UBICACION RURAL PREDIO SAN PABLO POR LA RAMA CHAPOÑAN ,SÍ,02227184 ,63774 ,7000.00 
757,0-109-1,10,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ 16 LT 07 URB. LA PURISIMA ,SÍ,110414165 ,39553 ,13968.86 
758,0-109-1,11,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ 16 LT 1 URB. LA PURISIMA ,SÍ,11014162 ,38328 ,20527.20 
759,0-109-1,12,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ AR2 LT 1 HABILITACION URBANA EL SANTUARIO ,SÍ,11076436 ,- ,450000.00 
760,0-109-1,13,PREDIO,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,UBIC RURAL VALLE CHAO PREDIO SANTA ENRIQUETA PARCELA VD-50 C.P. /PARCVD-50 ,SÍ,04008128 ,38006 ,65440.65 
761,0-109-1,14,PREDIO,PERÚ,LA LIBERTAD ,VIRU ,VIRU ,UBIC.RUR VALLE CHAO SECTOR EL LICHU U.C. 499 - VIRU ,SÍ,04008809 ,38688 ,90625.39 
762,0-109-1,15,CASA,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,AV. VICTOR LARCO NUM 1120B 1120C EDIFICIO 2 URB EL OVALO ,SÍ,03021928 ,35679 ,300000.00 
763,0-109-1,16,PREDIO,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,MZ L LOTE 20 URB SAN NICOLAS - TRUJILLO ,SÍ,03090431 ,63671 ,166252.42 
764,0-109-1,17,CASA,PERÚ,LA LIBERTAD ,TRUJILLO ,TRUJILLO ,MZ L LOTE 21 URB SAN NICOLAS ,SÍ,03094216 ,44006 ,42473.98 
765,0-109-1,18,OFICINA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,AV. MIGUEL GRAU NUM 350 A OFIC 206 SEGUNDO PISO EDIF GALER COM C. MIGUEL GRAU ,SÍ,02001321 ,1343 ,14363.97 
766,0-109-1,19,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ 16 LOTE 03 URB LA PUEISIMA ,SÍ,02025413 ,38330 ,18951.15 
767,0-109-1,20,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ 16 LOTE 05 URB LA PURISIMA ,SÍ,02025415 ,38332 ,10305.00 
768,0-109-1,21,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ 16 LOTE 04 URB LA PURISIMA ,SÍ,02025414 ,38331 ,22454.96 
769,0-109-1,22,TERRENO,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,JAYANCA ,SOLAR S/N SECTOR SANTA BRUNA ,NO, , ,2500.00 
770,0-109-1,23,PREDIO,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,JAYANCA ,BAJADA PREDIO SAN FELIZ S/N COOPERATIVA PREDIO 57991 Y 57992 ,NO, , ,50000.00 
771,0-109-1,24,CASA,PERÚ,CAJAMARCA ,CHOTA ,TACABAMBA ,BAJADA M S/N MZ 17 LOTE 10 ,SÍ,- ,0036001682 ,37000.00 
772,0-109-2,1,PREDIO,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,MZ C LOTE 5 URB. LAS DELICIAS ,SÍ,11051171 ,200600030400-0030 ,81495.00 
773,0-109-3,1,CASA,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,LAMBAYEQUE ,JR. MANUEL SESEONE 636 ,SÍ,550068789 ,- ,200000.00 
774,0-109-3,2,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,JR. TARAPACA 223 ,SÍ,12917543 ,- ,363000.00 
775,0-109-3,3,TERRENO,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,LAMBAYEQUE ,LA ALAMEDA REAL - IV ESTAPA : V2 ,NO, , ,56100.00 
776,0-109-3,4,TERRENO,PERÚ,LAMBAYEQUE ,LAMBAYEQUE ,LAMBAYEQUE ,LA ALAMEDA REAL - IV ETAPA: V3 ,NO, , ,56100.00 
777,0-109-4,1, , , , , , , , , , 
778,0-109-5,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,AV COLONIAL 358 ,SÍ,11086197 ,1 ,67905.18 
779,0-109-5,2,CASA,PERÚ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO ,AV. AGUSTIN VALLEJO 847- URB LAS BRISAS ,NO, , ,1.00 
780,0-110-1,1,TERRENO,PERÚ,LIMA ,HUAROCHIRI ,SAN ANTONIO ,"CALLE LOS ROBLES MZ. Q, LT. 2 ",NO, , ,20000.00 
781,0-110-1,2,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,CALLE MARIANO CARRANZA 648 ,SÍ,12735798 ,1660691 ,206925.91 
782,0-110-1,3,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,LIMA ,CALLE MARIANO CARRANZA 648 - S123 ,SÍ,12735740 ,1660691 ,19346.50 
783,0-110-1,4,DEPÓSITO,PERÚ,LIMA ,LIMA ,LIMA ,CALLE MARIANO CARRANZA 648 - D106 ,SÍ,12735758 ,1660691 ,2000.00 
784,0-110-1,5,CASA,PERÚ,JUNIN ,CHUPACA ,CHUPACA ,JR. LOS ÁNGELES 281 ,SÍ,160 ,00006 ,30770.61 
785,0-110-2,1, , , , , , , , , , 
786,0-110-3,1, , , , , , , , , , 
787,0-111-1,1,TERRENO,PERÚ,TACNA ,TACNA ,SAMA ,"CALLE 9, MANZANA G, LOTE 16, RESIDENCIAL PARAÍSO DEL RÍO ETAPA 1, SAMA, TACNA, TACNA ",NO, , ,17000.00 
788,0-111-2,1,CASA,PERÚ,PUNO ,PUNO ,PUNO ,"VILLA FLORIDA, MZ ""C"", LOTE 7 (PACASMAYO S.N) ",NO, , ,96641.16 
789,0-111-3,1,TERRENO,PERÚ,TACNA ,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA ,"SUB AMPLIACIÓN VIÑANI MZ 17, LT 21 ",SÍ,11065433 ,2093 ,11000.00 
790,0-111-3,2,TERRENO,PERÚ,TACNA ,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA ,PROMUVI VIÑANI IV MZ 349 LT 1 ,SÍ,20060456 ,4 ,7155.00 
791,0-112-1,1, , , , , , , , , , 
792,0-112-2,1,INMUEBLE,PERÚ,UCAYALI ,CORONEL PORTILLO ,YARINACOCHA ,JR. NVA. LUZ DE FATIMA # 796 ,SÍ,55019077 ,19019623 ,150000.00 
793,0-112-3,1,INMUEBLE,PERÚ,UCAYALI ,CORONEL PORTILLO ,CALLERIA ,JR VICTOR MONTALVO 332 ,SÍ,11117686 ,00 ,120000.00 
794,0-113-1,1, , , , , , , , , , 
795,0-113-2,1, , , , , , , , , , 
796,0-113-3,1, , , , , , , , , , 
797,0-113-4,1,INMUEBLE,PERÚ,JUNIN ,HUANCAYO ,EL TAMBO ,LOS ANDES N°931 ,SÍ,P16003891 ,1993/I ,38653.00 
798,0-113-5,1, , , , , , , , , , 
799,0-114-1,1,PREDIO URBANO,PERÚ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA ,AV. TAMBOPATA MZ. 6-0 SUB LOTE 10 ,SÍ,11004385 ,LIBRO DE ASENTAMIENTOS HUMANOS ,154088.73 
