,id_hdv,univ_rec,univ_name,has_univ_complete,univ_career,univ_gradute,univ_bachelorette,univ_year,univ_title,univ_title_year
703,0-146-16,1, , , , , , , , 
704,0-146-17,1, , , , , , , , 
705,0-146-18,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2015 ,NO, 
706,0-146-19,1,JAIME BAUSATE Y MEZA ,SÍ,PERIODISMO ,SÍ,SÍ,2015 ,SÍ,2016 
707,0-146-20,1,UNIVERSIDAD SAN LUIS GONZAGA DE ICA ,SÍ,INGENIERO PESQUERO ,SÍ,SÍ,2006 ,SÍ,2006 
708,0-146-21,1,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ ,SÍ,DERECHO ,SÍ,SÍ,1997 ,SÍ,2002 
709,0-146-22,1,UNIVERSIDAD PRIVADA SAN PEDRO DE CHIMBOTE ,SÍ,ABOGADA ,SÍ,SÍ,2005 ,SÍ,2005 
710,0-146-23,1,UNIVERSIDAD SAN MARTÍN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,1987 ,NO, 
711,0-146-23,2,UNIVERSIDAD SEMINARIO SANTO TORIBIO ,NO,FILOSOFÍA ,NO,NO, ,NO, 
712,0-146-24,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,RELACIONES INDUSTRIALES ,SÍ,SÍ,2013 ,NO, 
713,0-146-24,2,UNIVERSIDAD PARTICULAR SAN JUAN BAUTISTA ,NO,DERECHO ,NO,NO, ,NO, 
714,0-146-25,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,DERECHO ,SÍ,SÍ,1997 ,SÍ,1997 
715,0-146-26,1,SAN MARTIN DE PORRES ,SÍ,PSICOLOGIA , , , ,SÍ,1996 
716,0-146-27,1,UNIVERSIDAD SAN MARTÍN DE PORRES ,NO,EDUCACIÓN ,NO,NO, ,NO, 
717,0-146-28,1,CESAR VALLEJO ,NO,ADMINISTRACION ,NO,NO, ,NO, 
718,0-146-29,1,UNMSM - SAN MARCOS ,SÍ,EDUCACION ,SÍ,SÍ,2007 ,SÍ,2008 
719,0-146-29,2,UNMSM - SAN MARCOS ,SÍ,EDUCACION ,SÍ,SÍ,2007 ,SÍ,2008 
720,0-146-30,1,UNIVERSIDAD CIENTÍFICA DEL SUR ,SÍ,INGENIERÍA ECONÓMICA Y DE NEGOCIOS ,SÍ,SÍ,2019 ,NO, 
721,0-146-31,1,UNIVERSIDAD NACIONAL DE INGENIERÍA ,SÍ,INGENIERÍA ELECTRÓNICA ,SÍ,SÍ,1976 ,SÍ,1978 
722,0-146-32,1,ENRIQUE GUZMAN Y VALLE ,SÍ,EDUCACION ,SÍ,SÍ,1999 ,SÍ,2000 
723,0-146-33,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERÚ ,SÍ,DERECHO ,NO,NO, ,SÍ,1995 
724,0-146-34,1,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA ,SÍ,DERECHO ,SÍ,SÍ,2008 ,SÍ,2009 
725,0-146-35,1, , , , , , , , 
726,0-146-35,2, , , , , , , , 
727,0-146-36,1,UNIVERSIDAD DE LIMA ,SÍ,DERECHO ,SÍ,SÍ,2006 ,SÍ,2010 
728,0-147-1,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,SOCIOLOGIA ,SÍ,SÍ,1984 ,SÍ,1992 
729,0-147-2,1,PEDRO RUIZ GALLO DE LAMBAYEQUE ,SÍ,CIENCIAS BIOLOGICAS ,SÍ,SÍ,1995 ,SÍ,2000 
730,0-147-2,2,UNIVERSIDAD AMAZONICA DE MADRE DIOS ,NO,DERECHO Y CIENCIAS POLITICAS , , , , , 
731,0-147-3,1,UNIVERSIDAD SAN ANTONIO ABADA DEL CUSCO ,SÍ,EDUCACION ,SÍ,SÍ,2002 ,SÍ,2004 
732,0-148-1,1,UNIVERSIDAD SAN PEDRO ,NO,FARMACIA Y BIOQUIMICA , , , , , 
733,0-148-3,1, , , , , , , , 
734,0-148-4,1,"UNIVERSIDAD NACIONAL DE ANCASH "" SANTIAGO ANTUNEZ DE MAYOLO"" ",SÍ,CONTABILIDAD ,SÍ,SÍ,2002 ,SÍ,2005 
735,0-148-5,1,ULADECH ,SÍ,DERECHO ,NO,NO, ,NO, 
736,0-149-1,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN DE HUANUCO ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1995 ,SÍ,1996 
737,0-149-1,2,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION ,SÍ,CONTABILIDAD Y FINANZAS ,SÍ,SÍ,2000 ,SÍ,2016 
738,0-149-2,1,UNIVERSIDAD PERUANA LOS ANDES ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2011 ,SÍ,2012 
739,0-149-3,1,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN ,SÍ,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN ,SÍ,SÍ,2007 ,NO, 
740,0-150-1,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2000 ,SÍ,2003 
741,0-150-2,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,EDUCACION SECUNDARIA ,SÍ,SÍ,2014 ,NO, 
742,0-150-3,1,UNIVERSIDAD PRIVADA DEL NORTE ,NO,ARQUITECTURA ,NO,NO, ,NO, 
743,0-150-4,1,PEDRO RUIZ GALLO ,SÍ,EDUCACION ,SÍ,SÍ,2008 ,NO, 
744,0-150-5,1,UNIVERSIDAD CESAR VALLEJO ,NO,DERECHO , , , , , 
745,0-150-6,1, , , , , , , , 
746,0-150-7,1, , , , , , , , 
747,2-1-1,1,UNIVERSIDAD JOSÉ CARLOS MARIÁTEGUI ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2015 
748,2-1-1,2,UNIVERSIDAD JOSÉ CARLOS MARIÁTEGUI ,NO,PSICOLOGÍA ,NO,NO, ,NO, 
749,2-1-2,1,UNIVERSIDAD JOSE CARLOS MARIATEGUI ,SÍ,INGENIERIA COMERCIAL ,SÍ,SÍ,2015 ,SÍ,2017 
750,2-1-3,1,UNIVERSIDAD NACIONAL MOQUEGUA ,SÍ,GESTION PUBLICA Y DESARROLLO SOCIAL ,SÍ,SÍ,2016 , , 
751,2-2-1,1,UNIVERSIDAD NACIONAL DEL CALLAO ,SÍ,ENFERMERIA ,SÍ,SÍ,1995 ,SÍ,1999 
752,2-2-2,1,UNIVERSIDAD NACIONAL DE HUANCAVELICA ,SÍ,INGENIERIA AGRONOMA ,SÍ,SÍ,2001 ,SÍ,2006 
753,2-2-3,1,UNIVERSIDAD NACIONAL DE HUANCAVELICA ,SÍ,LICENCIADO EN EDUCACION SECUNDARIA - ESPECIALIDAD HISTORIA - CIENCIAS SOCIALES ,SÍ,SÍ,2011 ,SÍ,2012 
754,2-3-1,1,UNIVERSIDAD JOSE CARLOS MARIATEGUI MOQUEGUA ,SÍ,DERECHO ,SÍ,SÍ,2015 ,SÍ,2015 
755,2-3-1,2,UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE ,SÍ,EDUCACIÓN PRIMARIA ,SÍ,SÍ,2006 ,SÍ,2006 
756,2-3-3,1,UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD DEL CUSCO ,SÍ,INGENIERIA CIVIL ,SÍ,SÍ,1998 ,SÍ,2003 
757,2-3-4,1,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ ,NO,DERECHO ,NO,NO, ,NO, 
758,2-3-5,1,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ ,SÍ,DERECHO ,SÍ,SÍ,2000 ,SÍ,2001 
759,2-4-1,1, , , , , , , , 
760,2-4-2,1, , , , , , , , 
761,2-4-3,1, , , , , , , , 
762,2-5-1,1,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,SÍ,LENGUA Y LITERATURA - EDUCACIÓN ,SÍ,SÍ,2006 ,SÍ,2007 
763,2-5-1,2,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,SÍ,ADMINISTRACIÓN ,SÍ,SÍ,2015 ,SÍ,2018 
764,2-5-2,1,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2000 ,SÍ,2000 
765,2-5-3,1,UNIVERSIDAD NACIONAL DE SAN MARTIN ,SÍ,OBSTETRICIA ,SÍ,SÍ,2016 ,SÍ,2017 
766,2-5-4,1, , , , , , , , 
767,2-6-1,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,CONTADOR ,SÍ,SÍ,1975 ,SÍ,1975 
768,2-6-2,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,INGENERIA CIVIL ,SÍ,SÍ,1995 ,SÍ,1998 
769,2-6-3,1,UNIVERISIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO ,SÍ,PSICOLOGIA ,SÍ,SÍ,2016 ,SÍ,2017 
770,2-6-4,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,INGENIERIA MECANICA ELECTRICA ,SÍ,SÍ,1994 ,SÍ,2003 
771,2-6-5,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,EDUCACION ,SÍ,SÍ,1999 ,SÍ,2005 
772,2-6-5,2,UNIVERSIDAD SEÑOR DE SIPAN ,SÍ,DERECHO ,SÍ,SÍ,2015 ,SÍ,2015 
773,2-7-1,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,CONTADOR ,SÍ,SÍ,1975 ,SÍ,1975 
774,2-7-2,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,INGENERIA CIVIL ,SÍ,SÍ,1995 ,SÍ,1998 
775,2-7-3,1,UNIVERISIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO ,SÍ,PSICOLOGIA ,SÍ,SÍ,2016 ,SÍ,2017 
776,2-7-4,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,INGENIERIA MECANICA ELECTRICA ,SÍ,SÍ,1994 ,SÍ,2003 
777,2-7-5,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,EDUCACION ,SÍ,SÍ,1999 ,SÍ,2005 
778,2-7-5,2,UNIVERSIDAD SEÑOR DE SIPAN ,SÍ,DERECHO ,SÍ,SÍ,2015 ,SÍ,2015 
779,2-8-1,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2013 
780,2-8-2,1,UNIVERSIDAD PERUANA LOS ANDES ,NO,INGENIERIA DE SISTEMAS Y COMPUTACION ,NO,NO, ,NO, 
781,2-8-3,1, , , , , , , , 
782,2-9-1,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2013 ,SÍ,2015 
783,2-9-2,1,UNIVERSIDAD HERMILIO VALDIZAN ,SÍ,OBSTETRICIA ,SÍ,SÍ,2004 ,SÍ,2005 
784,2-9-3,1, , , , , , , , 
785,2-10-1,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,DERECHO ,SÍ,SÍ,2002 ,SÍ,2003 
786,2-10-3,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
787,2-10-3,2,UNIVERSIDAD PRIVADA TELESUP SAC ,SÍ,BACHILLER EN DERECHO CORPORATIVO ,SÍ,SÍ,2019 ,NO, 
788,2-10-4,1,UNIVERSIDAD SAN MARTIN DE PORRES ,NO,CIENCIAS DE LA COMUNICACION , , , , , 
789,2-10-5,1,UNIVERSIDAD DE LIMA ,SÍ,CONTABILIDAD ,SÍ,SÍ,1983 ,SÍ,1985 
790,2-10-6,1, , , , , , , , 
791,2-10-7,1,UNIVERSIDAD DE LIMA ,NO,ADMINISTRACION DE EMPRESAS ,NO,NO, ,NO, 
792,2-10-9,1,ESCUELA MILITAR DE CHORRILLOS ,SÍ,CIENCIAS MILITARES ,SÍ,SÍ,1985 , , 
793,2-10-10,1,UNIVERSIDAD CESAR VALLEJO ,SÍ,INGENIERIA INDUSTRIAL ,SÍ,SÍ,2018 ,SÍ,2018 
794,2-10-11,1,UNIVERSIDAD DE SAN MARTÍN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2001 ,SÍ,2001 
795,2-10-12,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1998 ,SÍ,1998 
796,2-10-13,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,DERECHO ,SÍ,SÍ,2006 ,SÍ,2008 
797,2-10-14,1, , , , , , , , 
798,2-10-15,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,NO,ADMINISTRACIÓN ,NO,NO, ,NO, 
799,2-10-16,1,UNIVERSIDAD DE LIMA ,SÍ,INGENIERÍA INDUSTRIAL ,SÍ,SÍ,1997 ,NO, 
800,2-10-17,1,INCA GARCILAZO DE LA VEGA ,SÍ,DERECHO ,SÍ,SÍ,2016 ,SÍ,2017 
801,2-10-17,2,UNIVERSIDAD TECNOLÓGICA DEL PERU ,SÍ,INGENIERÍA DE SISTEMAS ,SÍ,SÍ,2004 ,SÍ,2006 
802,2-10-18,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,ODONTOLOGÍA ,SÍ,SÍ,1987 ,SÍ,1988 
803,2-10-20,1,INCA GARCILAZO DE LA VEGA ,SÍ,CIENCIAS DE LA COMUNICACIÓN ,SÍ,SÍ,2016 ,SÍ,2018 
804,2-10-22,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,DERECHO Y CIENCIA POLITICA ,SÍ,SÍ,2002 ,SÍ,2005 
805,2-10-23,1,UNIVERSIDAD DE LIMA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,1990 ,SÍ,1994 
806,2-10-24,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,TRABAJO SOCIAL ,SÍ,SÍ,1977 ,SÍ,1979 
807,2-10-24,2,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,DERECHO ,SÍ,SÍ,1995 ,SÍ,1997 
808,2-10-25,1,UNIVERSIDAD DE LIMA ,SÍ,CIENCIAS DE LA COMUNICACIÓN ,SÍ,SÍ,2006 ,SÍ,2007 
809,2-10-25,2,UNIVERSIDAD TECNOLÓGICA DEL PERÚ ,NO,DERECHO ,NO,NO, ,NO, 
810,2-10-26,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,QUIMICA ,SÍ,SÍ,1996 ,SÍ,2004 
811,2-10-27,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,DERECHO ,SÍ,SÍ,1998 ,SÍ,2002 
812,2-10-28,1,UNIVERSIDAD CATOLICA SEDE SAPIENTAEI ,SÍ,PSICOLOGIA ,SÍ,SÍ,2018 ,SÍ,2019 
813,2-10-28,2,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,EDUCACION ,SÍ,SÍ,2013 ,NO, 
814,2-10-29,1,UNIVERSIDAD RICARDO PALMA ,SÍ,INGENIERIA INDUSTRIAL ,SÍ,SÍ,2012 ,NO, 
815,2-10-30,1,UNIVERSIDAD NACIONAL DE INGENIERÍA ,SÍ, ,SÍ,SÍ,2007 ,SÍ,2010 
816,2-10-31,1,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL ,SÍ,BACHILLER EN TECNOLOGIA MEDICA ,SÍ,SÍ,1998 ,NO, 
817,2-10-32,1,UNVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,CIENCIAS DE LA COMUNICACION ,SÍ,SÍ,2010 ,SÍ,2015 
818,2-10-33,1, , , , , , , , 
819,2-10-34,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION ,SÍ,SÍ,2001 ,SÍ,2001 
820,2-10-35,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,DERECHO ,SÍ,SÍ,2011 ,NO, 
821,2-11-1,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2012 ,SÍ,2012 
822,2-11-3,1,UNIVERSIDAD NACIONAL DEL CENTRO ,SÍ,SOCIOLOGIA ,SÍ,SÍ,2011 ,SÍ,2011 
823,2-12-1,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ,INGENIERIA ELECTRONICA ,SÍ,SÍ,2015 ,NO, 
824,2-12-2,1,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ,DERECHO ,SÍ,SÍ,2006 ,SÍ,2007 
825,2-12-2,2,UNIVERSIDAD NACIONAL DEL ALTIPLANO ,SÍ,CONTABILIDAD ,NO,NO, ,NO, 
826,2-12-3,1,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ ,SÍ,DERECHO ,SÍ,SÍ,2019 ,NO, 
827,2-12-4,1,UNIVERSIDAD PRIVADA SAN CARLOS ,SÍ,INGENIERIA AMBIENTAL ,SÍ,SÍ,2018 ,NO, 
828,2-12-5,1,UNIVERSIDAD ALAS PERUANAS ,NO,ADMINISTRACION Y NEGOCIOS INTERNACIONALES ,NO,NO, ,NO, 
829,2-13-1,1,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN ,SÍ,20147796634 ,SÍ,SÍ,2013 ,SÍ,2016 
830,2-13-2,1,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN ,SÍ,INGENIERIA DE MINAS ,SÍ,SÍ,1990 ,SÍ,1994 
831,2-13-3,1,UNIVERSIDAD JOSE CARLOS MARIATEGUI ,NO,DERECHO ,NO,NO, ,NO, 
832,2-14-1,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN ,SÍ,COMUNICACION SOCIAL ,NO,NO, ,SÍ,2018 
833,2-14-2,1,UNIVERSIDAD NACIONAL DANIEL ALOMIA ROBLES ,SÍ,EDUCACION MUSICAL Y ARTES ,SÍ,SÍ,2015 ,NO, 
834,2-14-3,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN DE HUANUCO ,SÍ,EDUCACION ,SÍ,SÍ,1993 ,SÍ,1993 
835,2-15-1,1,UNIVERSIDAD NACIONAL DE TUMBES ,NO,AGRONOMIA ,NO,NO, ,NO, 
836,2-15-2,1, , , , , , , , 
837,2-15-3,1,UNIVERSIDAD NACIONAL DE TUMBES ,SÍ,DERECHO Y CIENCIA POLITICA , , , ,SÍ,2013 
838,2-16-1,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,1998 , , 
839,2-16-1,2,UNIVERSIDAD PRIVADA LOS ANGELES , , , , , ,SÍ,1999 
840,2-16-2,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2015 ,SÍ,2017 
841,2-16-3,1,UNIVERSIDAD CESAR VALLEJO ,SÍ,LICENCIADO EN EDUCACION PRIMARIA ,SÍ,SÍ,2002 ,SÍ,2007 
842,2-16-4,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2014 ,SÍ,2017 
843,2-16-5,1,NACIONAL DE TRUJILLO ,SÍ,LICENCIADA EN ENFERMERIA ,SÍ,SÍ,2000 ,SÍ,2000 
844,2-16-5,2,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,EDUCACION SECUNDARIA , , , , , 
845,2-16-6,1,UNIVERSIDAD CESAR VALLEJO ,SÍ,DERECHO ,SÍ,SÍ,2003 ,SÍ,2005 
846,2-16-7,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2014 ,SÍ,2017 
847,2-17-1,1,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA ,SÍ,ADMINISTRACION ,SÍ,SÍ,2005 ,SÍ,2008 
848,2-17-2,1,UNIVERSIDAD DE IQUITOS ,NO,ADMINISTRACION ,NO,NO, ,NO, 
849,2-18-1,1,ANTONIO GUILLERMO URRELO CAJAMARCA ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
850,2-18-2,1, , , , , , , , 
851,2-18-3,1,UNIVERSIDAD NACIONAL DE CAJAMARCA ,SÍ,INGENIERÍA CIVIL ,SÍ,SÍ,1990 ,SÍ,1990 
852,2-18-5,1, , , , , , , , 
853,2-18-6,1,UNIVERSIDAD PARTICULAR DE CHICLAYO ,SÍ,DERECHO ,SÍ,SÍ,2009 ,SÍ,2009 
854,2-19-1,1,CATOLICA LOS ANGELES DE CHIMBOTE ,SÍ,ADMINISTRACION ,SÍ,SÍ,2013 ,SÍ,2014 
855,2-19-2,1,INCA GARCILAZO DE LA VEGA ,NO,INGENIERÍA ADMINISTRATIVA ,NO,NO, ,NO, 
856,2-19-3,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,EDUCACION INICIAL ,SÍ,SÍ,1989 ,NO, 
857,2-19-4,1, , , , , , , , 
858,2-20-1,1,UNIVERSIDAD SAN LUIS GONZAGA DE ICA ,SÍ,MEDICINA HUMANA - MEDICO CIRUJANO ,SÍ,SÍ,1985 ,SÍ,1985 
859,2-20-1,2,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,ESPECIALISTA EN CIRUGIA PLASTICA ,NO,NO, ,SÍ,2011 
860,2-20-2,1,UNIVERSIDAD SAN LUIS GONZAGA DE ICA ,NO,DERECHO Y CIENCIA POLITICA ,NO,NO, ,NO, 
861,2-20-2,2,UNIVERSIDAD SAN LUIS GONZAGA DE ICA ,SÍ,CIENCIAS DE LA COMUNICACION ,SÍ,SÍ,2012 ,SÍ,2014 
862,2-20-3,1,UNIVERSIDAD DE HUANUCO ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2018 ,NO, 
863,2-20-3,2,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,NO,ECONOMIA ,NO,NO, ,NO, 
864,2-20-4,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,DERECHO Y CIENCIA POLITICA ,SÍ,SÍ,2016 ,SÍ,2019 
865,2-21-1,1,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA FILIAL ICA ,SÍ,DERECHO ,NO,NO, , , 
866,2-21-2,1,UNIVERSIDAD DE SAN MARTÍN DE PORRES ,SÍ,TRABAJO SOCIAL ,SÍ,SÍ,1996 ,NO, 
867,2-21-2,2,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,SÍ,CIENCIAS DE LA EDUCACIÓN-ESPECIALIDAD CIENCIAS HISTORICOS SOCIALES Y FILOSOFÍA ,SÍ,SÍ,2000 ,SÍ,2004 
868,2-21-3,1, , , , , , , , 
869,2-21-4,1,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA ,SÍ,DERECHO ,SÍ,SÍ,2015 ,SÍ,2015 
870,2-22-1,1,UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS ,SÍ,EDUCACIÓN ESPECIALIDAD MATEMÁTICA Y COMPUTACIÓN ,SÍ,SÍ,2007 ,SÍ,2008 
871,2-22-1,2,UNIVERSIDAD ALAS PERUANAS ,SÍ,INGENIERÍA CIVIL ,SÍ,SÍ,2017 ,SÍ,2018 
872,2-22-2,1,UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS ,SÍ,DERECHO Y CIENCIA POLITICAS ,SÍ,SÍ,2016 ,SÍ,2017 
873,2-22-3,1, , , , , , , , 
874,2-23-1,1,UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,SÍ,INGENIERÍA QUÍMICA ,SÍ,SÍ,2014 ,NO, 
875,2-23-2,1,UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,SÍ,SOCIOLOGÍA ,SÍ,SÍ,1983 ,SÍ,1994 
876,2-23-2,2,UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,SÍ,LICENCIADO EN EDUCACIÓN - CIENCIAS HISTÓRICO SOCIALES ,SÍ,SÍ,1992 ,SÍ,1994 
877,2-23-3,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,ABOGACÍA ,SÍ,SÍ,1979 ,SÍ,1984 
878,2-23-4,1,UNIVERSIDAD JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,NO,LENGUA COMUNICACIÓN E IDIOMA INGLES ,NO,NO, ,NO, 
879,2-24-1,1,UNIVERSIDAD PRIVADA DE TACNA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2004 ,SÍ,2004 
880,2-24-2,1,UNIVERSIDAD PRIVADA DE TACNA ,SÍ,DERECHO Y CIENCIA POLITICA ,NO,NO, ,NO, 
881,2-24-3,1,UNIVERSIDAD CATÓLICA SANTA MARÍA DE AREQUIPA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1989 ,SÍ,1990 
882,2-25-1,1,UNIVERSIDAD NACIONAL DE TACNA ,NO,INGENIERÍA METALÚRGICA ,NO,NO, ,NO, 
883,2-25-2,1,JORGE BASADRE GROHMANN ,SÍ,EDUCACION CIENCIAS DE LA NATURALEZA ,SÍ,SÍ,2015 ,SÍ,2016 
884,2-25-3,1, , , , , , , , 
885,2-26-1,1,UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION - HUACHO ,SÍ,INGENIERÍA INDUSTRIAL ,SÍ,SÍ,1976 ,SÍ,1979 
886,2-26-2,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2001 ,SÍ,2003 
887,2-26-3,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,INGENIERÍA DE MINAS ,SÍ,SÍ,2017 ,SÍ,2019 
888,2-26-3,2,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ ,NO,ECONOMIA ,NO,NO, ,NO, 
889,2-26-4,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,DERECHO ,SÍ,SÍ,2014 ,SÍ,2015 
890,2-27-2,1,UNIVERSIDAD ALAS PERUANAS ,SÍ,GESTION EMPRESARIAL ,NO,NO, ,NO, 
891,2-27-2,2,UNIVERSIDAD ALAS PERUANAS ,SÍ,GESTION EMPRESARIAL ,NO,NO, ,NO, 
892,2-27-3,1, , , , , , , , 
893,2-28-1,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,MEDICINA HUMANA ,SÍ,SÍ, ,SÍ, 
894,2-28-2,1,UNIVERSIDAD DE LOS ANDES ,SÍ,TECNOLOGÍA MEDICO OPTOMETRIA , , , , , 
895,2-28-3,1, , , , , , , , 
896,2-28-4,1, , , , , , , , 
