,id_hdv,work_rec,workplace,ocup,ruc,Address,start_year,end_year,cntr_wp,dept_wp,prov_wp,dist_wp
1488,2/15/2002,2,I.E. VIRGEN DE FATIMA ,DIRECTORA , ,CUARTEL EL TABLAZO ,1988,1993,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1489,2/15/2002,3,JARDIN DE NIÑOS EL PACIFICO NUMERO 015 ,DIRECTORA , ,CALLE NAVARRETE ,1983,1987,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1490,2/15/2002,4,I.E. SAGRADO CORAZON DE JESUS ,PROFESORA - ENCARGADA DE LA DIRECCION , ,CASERIO CERRO BLANCO ,1980,1982,PERÚ ,TUMBES ,TUMBES ,SAN JUAN DE LA VIRGEN 
1491,2/15/2003,1,DIRECCIÓN REGIONAL DE EDUCACIÓN DE TUMBES ,ESPECIALISTA EN INSPECTORIA DEL OCI - DRET , ,AV. TUMBES N° 392 ,2018,2018,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1492,2/15/2003,2,DIRECCIÓN REGIONAL DE EDUCACIÓN TUMBES (DRET) ,ESPECIALISTA ADMINISTRATIVO II - ÁREA DE PERSONAL , ,AV. TUMBES 392 ,2018,2018,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1493,2/15/2003,3,DIRECCIÓN REGIONAL DE EDUCACIÓN (DRET) ,ESPECIALISTA EN INSPECTORIA DEL OCI - DRET , ,AV. TUMBES N° 392 ,2012,2017,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1494,2/15/2003,4,CONGRESO DE LA REPÚBLICA ,ASESOR DE DESPACHO CONGRESAL , ,JR. HUALLAGA (EDIFICIO BELAUNDE N° 316 CERCADO DE LIMA) ,2011,2012,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1495,2/15/2003,5,DIRECCIÓN REGIONAL DE EDUCACIÓN TUMBES - DRET ,DIRECTOR DEL PROGRAMA SECTORIAL III , ,AV. TUMBES N°392 ,2016,2016,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1496,2/16/2001,1,EMPRESA GREICONSA Y C SAC ,ASESOR PROMOTOR Y GESTOR EN VIVIENDA ,20482642471,JIRON ARQUIMIDES 245 URBANIZACIÓN DANIEL HOYLE ,2016,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1497,2/16/2001,2,GY ST SERVICIOS GENERALES S.R.L. ,ASESOR PROMOTOR Y GESTOR EN VIVIENDA ,20481007161,AVENIDA PABLO CASAL 181 OFICINA 101 URBANIZACIÓN LOS CEDROS ,2016,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1498,2/16/2002,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,DOCENTE ,20141878477,AVENIDA AMERICA SUR 3145 ,2019,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1499,2/16/2002,2,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,ADMINISTRATIVO ,20141878477,AVENIDA AMERICA SUR 3145 ,2016,2019,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1500,2/16/2003,1,UNIDAD DE GESTION EDUCATIVA ASCOPE ,PLANIFICADOR ,20396863171,GRAU 1025 ,2003,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,ASCOPE ,ASCOPE 
1501,2/16/2004,1,UNIVERSIDAD ANTENOR ORREGO ,ABOGADO ,20141878477,AVENIDA AMERICA SUR 3145 ,2019,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1502,2/16/2004,2,MINISTERIO PUBLICO - DISTRITO FISCAL DE LA LIBERTAD ,ASISTENTE EN FUNCION FISCAL ,20539961919,AV. JESUS DE NAZARETH S/N ,2016,2019,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1503,2/16/2004,3,CENTRO DE ARBITRAJE Y CONCILIACION - COLEGIO DE INGENIEROS - CONSEJO DEPARTAMENTAL DE LA LIBERTAD ,SECRETARIO GENERAL DEL CENTRO DE ARBITRAJE Y CONCILIACION ,20147170212,MARTINES DE COMPAÑON 901 - SAN ANDRES ,2018,2018,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1504,2/16/2005,1,HOSPITAL II CHOCOPE ESSALUD ,LICENCIADA EN ENFERMERIA ,20131257750,PANAMERICANA NORTE KILOMETRO 600 S/N ,2008,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,ASCOPE ,CHOCOPE 
1505,2/16/2006,1,BANCO DE LA NACION ,JEFE DE SECCION ,20100030595,JIRON DIEGO DE ALMAGRO 297 TRUJILLO ,1989,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1506,2/16/2007,1,SEDALIB S.A. ,ASISTENTE DE SOLUCION DE RECLAMOS ,20131911310,AVENIDA FEDERICO VILLARREAL 1300 EL BOSQUE ,2016,HASTA LA ACTUALIDAD,PERÚ ,LA LIBERTAD ,TRUJILLO ,TRUJILLO 
1507,2/17/2001,1,GOBIERNO REGIONAL DE LORETO ,APOYO ADMINISTRADOR , ,AV ABELARDO QUIÑONEZ KM 1.5 ,2019,2019,PERÚ ,LORETO ,MAYNAS ,IQUITOS 
1508,2/17/2002,1,GOBIERNO REGIONAL DE LORETO ,ESPECIALISTA ADMINISTRATIVO III ,20493196902,AV. ABELARDO QUIÑONEZ NRO. S/N (EN EL KM 1.5) ,2018,2019,PERÚ ,LORETO ,MAYNAS ,IQUITOS 
1509,2/18/2001,1,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA ,ASISTENTE LEGAL ,20143623042,AV. ALAMEDA DE LOS INCAS 253 QHAPACÑAN ,2010,HASTA LA ACTUALIDAD,PERÚ ,CAJAMARCA ,CAJAMARCA ,CAJAMARCA 
1510,2/18/2002,1,ACM HOLDING ,PREVENCIONISTA DE RIESGOS , ,CAPAC YUPANQUI 871 - SAN ISIDRO ,2009,2016,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
1511,2/18/2003,1, , , , , , , , , , 
1512,2/18/2005,1,I.E. ZULEMA ARCE SANTISTEBAN 82004 ,PERSONAL AUXILIAR , ,JR. JOSE GALVEZ CUADRA 8 ,1995,HASTA LA ACTUALIDAD,PERÚ ,CAJAMARCA ,CAJAMARCA ,CAJAMARCA 
1513,2/18/2006,1,UNIVERSIDAD PARTICULAR DE CHICLAYO ,CATEDRATICO , ,CALLE 9 MZ. H. LT 14 URB MIRAFLORES ,2011,2016,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
1514,2/19/2001,1,SUNAT ,EMPLEADO ,20131312955,AV. INCA GARCILAZO DE LA VEGA 1472 ,1991,2019,PERÚ ,LIMA ,LIMA ,LIMA 
1515,2/19/2002,1,INDEPENDIENTE ,SANAMIENTO DE PROPIEDADES , ,"URB STELLA MARIS, CALLE ALBERTO SABOGAL 174 ",2000,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,BELLAVISTA 
1516,2/19/2003,1,I.E.I. VIRGEN DE LA MACARENA ,EDUCADORA , ,URB LA MACARENA H 13 ,2010,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,LA PERLA 
1517,2/19/2004,1,BODEGA ,VENDEDORA ,10436987574,MZ F 11 LOTE 32 ,2015,2019,PERÚ ,CALLAO ,CALLAO ,VENTANILLA 
1518,2/20/2001,1,HOSPITAL REGIONAL DE ICA-MINSA ,MEDICO CIRUJANO ,20162406052,AV.PROLONGACION AYABACA CON MATRANA S/N ,1987,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,ICA 
1519,2/20/2002,1,INDEPENDIENTE ,EDITORA PERIODISTICA , ,AV.AYABACA MZ 64 LOTE 13 ,2019,2019,PERÚ ,ICA ,ICA ,ICA 
1520,2/20/2003,1,INDEPENDIENTE ,ASESOR ,10222507462,AV.BOLOGNESI 490 ,2003,2019,PERÚ ,ICA ,ICA ,ICA 
1521,2/20/2004,1,ODPE - ICA ,COORDINADOR DE MESA , ,PLZA SUR ,2011,2011,PERÚ ,ICA ,ICA ,ICA 
1522,2/21/2001,1,LUANSAL E.I.R.L ,TITULAR GERENTE ,20535188778,CAS ARRABALES MZ D LOTE 03 ,2014,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,SUBTANJALLA 
1523,2/21/2002,1,I.E. N° 0032-ATE ,DOCENTE , ,CENTRO POBLADO DE ATE ,1989,2013,PERÚ ,LIMA ,LIMA ,ATE 
1524,2/21/2003,1,MICRO EMPRESARIA INDEPENDIENTE ARTESANAL DE ARTICULOS RELIGIOSOS ,ARTESANA , ,ALAMEDA DE LUREN - MODULO MATEO ,2007,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,ICA 
1525,2/21/2004,1,ESTUDIO JURÍDICO ,ABOGADO ,10304989365,URBANIZACION VILLA DEL MEDICO A 13 ,2014,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,ICA 
1526,2/21/2004,2,AUTORIDAD NACIONAL DEL AGUA ,TECNICO ,20520711865,URBANIZACIÓN SAN MIGUEL 165 ,2013,2014,PERÚ ,ICA ,ICA ,ICA 
1527,2/21/2004,3,JUNTA DE USUARIOS DEL DISTRITO DE RIEGO DE RÍO SECO ,TÉCNICO ,20494640024,CALLE LIMA MZ G LOTE 13 ,2010,2013,PERÚ ,ICA ,ICA ,SALAS 
1528,2/22/2001,1,UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS ,DOCENTE ,20526917295,JR. JORGE CHÁVEZ N° 1170 ,2013,HASTA LA ACTUALIDAD,PERÚ ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA 
1529,2/22/2001,2,UNIVERSIDAD ANDINA DEL CUSCO FILIAL PUERTO MALDONADO ,DOCENTE ,20177395227,AV. ERNESTO RIVERO 359 NRO. 369 URB. TAMBOPATA / MADRE DE DIOS - TAMBOPATA - TAMBOPATA ,2010,2019,PERÚ ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA 
1530,2/22/2001,3,UNIVERSIDAD ALAS PERUANAS ,DOCENTE ,20303063766,AV. LEON VELARDE- EL TRIUNFO- LAS PIEDRAS ,2017,HASTA LA ACTUALIDAD,PERÚ ,MADRE DE DIOS ,TAMBOPATA ,LAS PIEDRAS 
1531,2/22/2001,4,GOBIERNO REGIONAL DE MADRE DE DIOS ,SUPERVISOR DE PIP ,20527143200,JR. CUSCO #350. ,2013,2013,PERÚ ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA 
1532,2/22/2001,5,GOBIERNO REGIONAL DE MADRE DE DIOS ,PLANIFICADOR IV ,20527143200,JR. CUSCO #350 ,2011,2011,PERÚ ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA 
1533,2/22/2002,1,GRUPO ATHENAS SIRL ,GERENTE GENERAL , ,AV. FITZCARRALD S/N ,2014,2016,PERÚ ,MADRE DE DIOS ,TAMBOPATA ,TAMBOPATA 
1534,2/22/2003,1, , , , , , , , , , 
1535,2/23/2001,1,UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,TRABAJADOR ADMINISTRATIVO ,20172299742,AV. MERCEDES INDACOCHEA 609 ,2004,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,HUAURA ,HUACHO 
1536,2/23/2002,1,INSTITUCIÓN EDUCATIVA 21012 BARRANCA ,DOCENTE , ,AV. NICOLÁS DE PIÉRCOLA 143 ,1983,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,BARRANCA ,BARRANCA 
1537,2/23/2002,2,UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,DOCENTE ,20172299742,AV. MERCEDES INDACOCHEA 609 ,2007,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,HUAURA ,HUACHO 
1538,2/23/2003,1,UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN ,DOCENTE ,20172299742,AV. MERCEDES INDACOCHEA 609 ,1979,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,HUAURA ,HUACHO 
1539,2/23/2004,1,INSTITUCIÓN EDUCATIVA PRIVADA INKA GAKUEN ,DOCENTE ,20169826791,ESQUINA LOS CIPRESES Y LOS NARCISOS S/N - URB. SAN ANTONIO ,2019,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,HUARAL ,HUARAL 
1540,2/24/2001,1,ESTUDIO JURIDICO PARTICULAR ,ABOGADO , ,AGRUPAMIENTO JORGE BASADRE GROHMANN DPTO. 101 OF. 02 ,2017,HASTA LA ACTUALIDAD,PERÚ ,TACNA ,TACNA ,TACNA 
1541,2/24/2001,2,CORTE SUPERIOR DE JUSTICIA DE TACNA ,JUEZ SUPER NUMERARIO DEL 3ER JUZGADO DE PAZ LETRADO DE TACNA , ,AVENIDA MUNICIPAL DEL DISTRITO GREGORIO ALBARRACIN LANCHIPA ,2017,2017,PERÚ ,TACNA ,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA 
1542,2/24/2001,3,CORTE SUPERIOR DE JUSTICIA DE TACNA ,JUEZ SUPER NUMERARIO DEL PRIMER JUZGADO DE PAZ LETRADO DE LA CORTE SEPERIOR DE JUSTICIA DE TACNA , ,CALLE INCLAN S/N ,2016,2016,PERÚ ,TACNA ,TACNA ,TACNA 
1543,2/24/2001,4,CORTE SUPERIOR DE JUSTICIA DE TACNA ,JUEZ SUPER NUMERARIO DE PAZ LETRA DE INVESTIGACIÓN PREPARATORIA DE TARATA , ,CALLE GRAU ESQUINA CON ZELA ,2016,2016,PERÚ ,TACNA ,TARATA ,TARATA 
1544,2/24/2001,5,CORTE SUPERIOR DE JUSTICIA DE TACNA ,JUEZ SUPER NUMERARIO DEL TERCER JUZGADO DE PAZ LETRADO DE TACNA , ,AVENIDA MUNICIPAL DEL DISTRITO GAL ,2015,2015,PERÚ ,TACNA ,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA 
1545,2/24/2002,1,MUNICIPALIDAD DISTRITAL ALTO DE LA ALIANZA ,ASISTENTE TÉCNICO LEGAL DE LA PROCURADURÍA PUBLICA , ,AV. PROLONG. GUSTAVO PINTO NRO. 1337 (PROLONGACIÓN GUSTAVO PINTO) ,2019,2019,PERÚ ,TACNA ,TACNA ,ALTO DE LA ALIANZA 
1546,2/24/2003,1,MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA ,PROCURADOR , ,AV. PROLONGACION PINTO NRO. 1337 ,2019,2019,PERÚ ,TACNA ,TACNA ,ALTO DE LA ALIANZA 
1547,2/24/2003,2,ESTUDIO JURIDICO ,ABOGADO ,10004384585,JULIO MAC LEAN 482 - CERCADO DE TACNA ,1990,HASTA LA ACTUALIDAD,PERÚ ,TACNA ,TACNA ,TACNA 
1548,2/25/2001,1,MINEDU DRET UGEL TACNA IE CORONEL BOLOGNESI ,PROFESOR , ,CALLE MODESTO MOLINA SN ,1977,2019,PERÚ ,TACNA ,TACNA ,TACNA 
1549,2/25/2002,1,MINEDU UGEL TACNA ,SOPORTE PEDAGOGICO , ,AV. JORGE BASADRE GROHMAN OESTE 415 ,2019,2019,PERÚ ,TACNA ,TACNA ,TACNA 
1550,2/25/2003,1,EL CHOLOCO DE POCOLLAY ,EXPOSICIONES COMERCIALES ,10004883590,AV CELESTINO VARGAS 1674-POCALLAY ,2012,2019,PERÚ ,TACNA ,TACNA ,TACNA 
1551,2/26/2001,1,UNIVERSIDAD JOSE FAUSTINO SANCHEZ CARRION ,DOCENTE NOMBRADO - PRINCIPAL A.D.E. , ,AV. INDACOCHEA S/N ,1980,2019,PERÚ ,LIMA ,HUAURA ,HUACHO 
1552,2/26/2002,1,ABOGADO LITIGANTE PRIVADO ,ABOGADO , ,"AVENIDA ECHENIQUE 463, 2DO PISO HUACHO ",2004,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,HUAURA ,HUACHO 
1553,2/26/2003,1, , , , , , , , , , 
1554,2/26/2004,1,CENTRO DE CONCILIACIÓN JESUS DIVINO ,REPRESENTANTE LEGAL , ,JR REAL 510 MALA ,2011,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,CAÑETE ,MALA 
1555,2/27/2002,1,DIRECCION REGIONAL DE EDUCACION DE TUMBES ,DOCENTE , ,CALLE CENECAPE S/N ,1995,2005,PERÚ ,TUMBES ,TUMBES ,TUMBES 
1556,2/27/2003,1, , , , , , , , , , 
1557,2/28/2001,1,HOSPITAL NACIONAL DANIEL ALCIDES CARRION ,MEDICO CIRUJANO , ,AV.GUARDIA CHALACA S/N ,1985,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,BELLAVISTA 
1558,2/28/2002,1,PACIFICO LIMA NORTE SRL ,GERENTE GENERAL ,20523274741,AV UNIVERSITARIA NORTE 6144 URB SANTA LUZMILA COMAS ,2009,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,COMAS 
1559,2/28/2003,1,TIPEOS Y DISEÑOS MILENA ,DISEÑADORA GRAFICA ,10255761388,MARCO POLO 162 INTERIOR 154 ,1998,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,CALLAO 
1560,2/28/2004,1, , , , , , , , , , 
1561,2-29-1,1,KLOHN CRIPPEN BERGER S.A ,INGENIERO CONSULTOR ESPECIALISTA ,30384937528,"AV,. PEDRO DE OSMA 418 ",2018,2019,PERÚ ,LIMA ,LIMA ,BARRANCO 
1562,2-29-2,1,MUNICIPALIDAD DISTRITAL DE EL MILAGRO ,ASESOR EXTERNO ,20141602137,JR. LAMBAYEQUE NRO. 183 ,2019,2019,PERÚ ,AMAZONAS ,UTCUBAMBA ,EL MILAGRO 
1563,2-29-2,2,DIRECCION SUB REGIONAL DE TRANSPORTE Y COMUNICACIONES BAGUA - UTCUBAMBA ,ANCARGADO DEL ÁREA DE LICENCIAS Y FISCALIZACIÓN ,20392298895,AMAZONAS 456 ,2018,2018,PERÚ ,AMAZONAS ,BAGUA ,BAGUA 
1564,2-29-2,3,DRECCION DE RED DE SALUD DE BAGUA ,JEFE DE LA UNIDAD DE GESTIÓN Y DESARROLLO DE RECURSOS HUMANOS ,20185837395,BAGUA - REFERENCIA MERCADO - MERCADILLO ,2018,2018,PERÚ ,AMAZONAS ,BAGUA ,BAGUA 
1565,2-29-2,4,PODER JUDICIAL LIMA ESTE ,ASISTENTE JUDICIAL ,20602774954,AV. LOS INGENIEROS 4100000 ,2015,2017,PERÚ ,LIMA ,LIMA ,ATE 
1566,2-29-2,5,PODER JUDICIAL LIMA ,ASISTENTE JUDICIAL ,20159981216,AV. NICOLÁS DE PIÉROLA 745 ,2013,2013,PERÚ ,LIMA ,LIMA ,LIMA 
1567,2-30-1,1,INDEPENDIENTE ,CONSULTOR FINANCIERO , ,TENIENTE CARLOS MOOR 1420 URB LOS CIPRECES ,2016,2019,PERÚ ,LIMA ,LIMA ,LIMA 
1568,2-30-2,1, , , , , , , , , , 
1569,2-30-3,1,EDUMATE S.A.C. ,LICENCIADO EDUCACION ,20604733422,JR. TRUJILLO NRO. 126 DPTO. 301 ,2019,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,MAGDALENA DEL MAR 
1570,2-30-4,1,CORPORACION GENESIS GLOBAL S.A.C ,ADMINISTRADORA ,20543262545,AV.ARGENTINA 428 - TDA H-42 ,2014,2019,PERÚ ,LIMA ,LIMA ,LIMA 
1571,2-30-4,2,PRIMA AFP SA ,ANALISTA DE OPERACIONES , ,CALLE CHINCHON 980 ,2008,2013,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
1572,2-30-5,1,ASOCIACION KUSCA YANAPAY ,PRESIDENTA/DIRECTORA DE PROYECTO ,20603553005,CALLE SAN VICENTE DE PAUL 330 URB RINCONADA DEL LAGO ,2018,2019,PERÚ ,LIMA ,LIMA ,LA MOLINA 
1573,2-30-6,1,POLICIA NACIONAL DEL PERU ,POLICIA , ,PLAZA 30 DE AGOSTO SAN ISIDRO ,1989,2014,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
1574,2-30-7,1, , , , , , , , , , 
1575,2-30-8,1,ATHENA ,ABOGADO ,20393015048,CALLE LUIS FELIPE VILLARAN 235 ,2011,2019,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
1576,2-30-10,1,PERSONA NATURAL CON NEGOCIO ,CONSULTORÍA ,10075197832,"JR. PARURO 1355, INT. B ",2011,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,LIMA 
1577,2-30-11,1,CM TOUR S.A.C ,GERENTE GENERAL ,20551147577,A.V ALFREDO MEDIOLA 3771 ,2013,2019,PERÚ ,LIMA ,LIMA ,LOS OLIVOS 
1578,2-30-12,1,EMPRESAS DE TRANSPORTE RÁPIDO S.A ,GERENTE GENERAL ,20252361147,AV. 4 DE NOVIEMBRE #680 ,2005,2019,PERÚ ,LIMA ,LIMA ,INDEPENDENCIA 
1579,2-30-13,1,DENTAL BRITANICO ,CIRUJANO DENTISTA , ,MZ B LT 4 AA.HH PORTADA III ,2015,2019,PERÚ ,LIMA ,LIMA ,PACHACAMAC 
1580,2-30-14,1,ALFRED H.KNIGHT DEL PERU ,COORDINADORA , ,GUILLERMO DANSEY #1890 ,1999,2014,PERÚ ,LIMA ,LIMA ,LIMA 
1581,2-30-15,1,COLEGIO DE PROFESORES DE LIMA METROPOLITANO ,CAPACITACIÓN Y CONFERENCIA ,10086656305,VA. REPÚBLICA DE CHILE #324 OFICINA #501 ,2015,2019,PERÚ ,LIMA ,LIMA ,JESUS MARIA 
1582,2-30-16,1,MERCADO MAYORISTA UNICACHI ,INDEPENDIENTE , ,VILLA SALVADOR ,2012,2019,PERÚ ,LIMA ,LIMA ,VILLA EL SALVADOR 
1583,2-30-17,1,MUNICIPALIDAD DE SANTIAGO DE SURCO ,SUBGERENTE DE PATRIMONIO ,20256035163,JIRON TACNA S/N PLAZA DE ARMAS - SURCO ,2010,2011,PERÚ ,LIMA ,LIMA ,SANTIAGO DE SURCO 
1584,2-30-18,1,LABORATORIOS BIOMONT SA ,ASISTENTE ,10197804000,AVENIDA INDUSTRIAL 184 ,1968,2003,PERÚ ,LIMA ,LIMA ,ATE 
1585,2-30-20,1,COMERCIANTE ,COMERCIANTE , ,EX CAMPO FERIAL POLVOS AZULES ,1987,1997,PERÚ ,LIMA ,LIMA ,LIMA 
1586,2-30-21,1,SAT MOVIL PERU SAC ,GERENTE GENERAL , ,CALLE CALESAS 189 ,2018,2019,PERÚ ,LIMA ,LIMA ,RIMAC 
1587,2-30-22,1,CEBA 3043 RAMON CASTILLA ,DOCENTE , ,JOSE MARIA CORDOVA 3500 CONDEVILLA ,1993,2019,PERÚ ,LIMA ,LIMA ,SAN MARTIN DE PORRES 
1588,2-30-24,1,PERSONA NATURAL CON RUC ,DISTRIBUIDOR INDEPENDIENTE ,10033028771,SAN PEDRO #224 ,2004,2019,PERÚ ,PIURA ,PIURA ,CASTILLA 
1589,2-30-25,1,ESTUDIO GILVONIO ,ABOGADA , ,ALAMEDA EUGENIO YACOVLEFF 115 ,1995,2019,PERÚ ,LIMA ,LIMA ,SAN BORJA 
1590,2-30-26,1,ESTUDIO JURIDICO VILCAS ,ABOGADO , ,CALLE 4 MZ5 LT19 URB ALAMEDA D ATE. II ETAPA ,1991,2019,PERÚ ,LIMA ,LIMA ,SANTA ANITA 
1591,2-30-27,1,ESTUDIO PROPIO ,ABOGADA INDEPENDIENTE , ,AV JAVIER PRADO OESTE 660.DPTO 304 MAGDALENA ,2019,2019,PERÚ ,LIMA ,LIMA ,MAGDALENA DEL MAR 
1592,2-30-28,1,"ORGANIZACION NACIONAL DE MUJERES INDIGENAS,ANDINAS,AMAZONICAS DEL PERU ",COMUNICADORA , ,JIRÓN MIROQUESADA 327 4TO PISO ,2019,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,LIMA 
1593,2-30-29,1,UNIVERSIDAD SAN MARTIN DE PORRES -USM ,PERIODISTAS ,20138149022,AV TOMAS MARSANO 242 ,2006,2019,PERÚ ,LIMA ,LIMA ,SURQUILLO 
1594,2-30-30,1,ESTUDIO PROPIO ,ABOGADA ,10255683727,BLOCK Z-9 OF 4 URB.SANTA MARINA NORTE ,1996,2019,PERÚ ,CALLAO ,CALLAO ,CALLAO 
1595,2-30-31,1,EPLI SAC ,MEDICO OCUPACIONAL , ,JR TARAPOTO 1157 - BREÑA ,2011,2019,PERÚ ,LIMA ,LIMA ,BREÑA 
1596,2-30-32,1,RESTAURANT SALVATIERRA ,PROPIETARIA , ,MZ. G LT.30 CONJ.HAB LAS PALMAS ,1997,2019,PERÚ ,LIMA ,LIMA ,PACHACAMAC 
1597,2-30-33,1,NEGOCIO INMOBILIARIO ,ABOGADO , ,AV.SAN LUIS 2147 SAN BORJA ,2009,2019,PERÚ ,LIMA ,LIMA ,SAN BORJA 
1598,2-30-34,1, , , , , , , , , , 
1599,2-30-35,1,DRELA/DIRECCION REGIONAL DE EDUCACION LIMA METROPOLITANO ,PSICOLOGA , ,JULIAN ARCE 15034 LA VICTORIA ,2019,2019,PERÚ ,LIMA ,LIMA ,LA VICTORIA 
1600,2-30-36,1,EMPRESA FAMILIAR ,EMPRESARIO , ,CALLE TARAPOTO 781 VALLE ALTO SAN GABRIEL ,2009,2016,PERÚ ,LIMA ,LIMA ,VILLA MARIA DEL TRIUNFO 
1601,2-31-1,1,PROGRAMA TRABAJA PERU ,PROMOTOR , ,AV ALCIDES VIGO 301 ,2019,HASTA LA ACTUALIDAD,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
1602,2-31-1,2,MUNICIPALIDAD DISTRITAL DE COYLLURQUUI ,RESPONSABLE DEL AREA DE COMUNICACION , ,PLAZA DE ARMAS S/N ,2017,2018,PERÚ ,APURIMAC ,COTABAMBAS ,COYLLURQUI 
1603,2-31-1,3,UNIVERSIDAD NACIONAL MICAELA BASTIDAS ,DOCENTE , ,BARRIO SAN MARTIN TAMBOBAMBA ,2015,2016,PERÚ ,APURIMAC ,COTABAMBAS ,TAMBOBAMBA 
1604,2-31-3,1, , , , , , , , , , 
1605,2-32-1,1,CENTRO ODONTOLOGICO DENTAL LIFE ,CIRUJANO DENTISTA ,10239991497,AV DE LA CULTURA PASAJE CONSTANCIA EDIFICIO SANTA FE OFICINA 304 ,2008,HASTA LA ACTUALIDAD,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
1606,2-32-1,2,CLINICA ODONTOLOGICA DENTAL GROUP ,CIRUJANO DENTISTA , ,MATARA 603 ,2004,2007,PERÚ ,CUSCO ,CUSCO ,CUSCO 
1607,2-32-2,1,ROCA ISLACHIN MARIA DEL ROSARIO ,PRODUCTORA-ADMINISTRADORA ,10411090634,SECTOR PAPELPATA S/N ,2019,2019,PERÚ ,CUSCO ,LA CONVENCION ,ECHARATE 
1608,2-32-2,2,I.E. LIMONPAMPA 50747 ,DOCENTE DE AULA , ,COMUNIDAD LIMONPAMPA S/N ,2012,2012,PERÚ ,CUSCO ,LA CONVENCION ,ECHARATE 
1609,2-32-3,1,UNUMIZU SERVICIOS TURISTICOS S.A.C. ,GERENTE GENERAL ,20523406591,HUAYNA CAPAC 210 ,2009,HASTA LA ACTUALIDAD,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
1610,2-32-3,2,VF CONSULTING S.A.C. ,GERENTE DE PROYECTOS ,20550038588,AV. ALFREDO MENDIOLA NRO. 5151 ,2012,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,LOS OLIVOS 
